MAG	PTS system, glucose-specific II component	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Cytochrome c oxidase	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	3-Hydroxypropionate bi-cycle	Citrate cycle (TCA cycle, Krebs cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pentose phosphate pathway (Pentose phosphate cycle)	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Hydroxypropionate-hydroxybutylate cycle	Cytochrome c oxidase, cbb3-type	Cytochrome o ubiquinol oxidase	Glycolysis, core module involving three-carbon compounds	F-type ATPase, eukaryotes	Dissimilatory nitrate reduction, nitrate => ammonia	Gluconeogenesis, oxaloacetate => fructose-6P	Fumarate reductase, prokaryotes	Methane oxidation, methanotroph, methane => formaldehyde	PRPP biosynthesis, ribose 5P => PRPP	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	NADH:quinone oxidoreductase, prokaryotes	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	F420 biosynthesis	Formaldehyde assimilation, xylulose monophosphate pathway	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	Cytochrome bc1 complex respiratory unit	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pyruvate oxidation, pyruvate => acetyl-CoA	Sulfate transport system	F-type ATPase, prokaryotes and chloroplasts	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Methanogenesis, acetate => methane	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	V-type ATPase, eukaryotes	Manganese/zinc/iron transport system	alpha-Hemolysin/cyclolysin transport system	Cytochrome bc1 complex	Formaldehyde assimilation, ribulose monophosphate pathway	Formaldehyde assimilation, serine pathway	Manganese/iron transport system	Iron/zinc/manganese/copper transport system	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Methanogenesis, methanol => methane	Methanogenesis, CO2 => methane	Nitrogen fixation, nitrogen => ammonia	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Coenzyme M biosynthesis	Succinate dehydrogenase (ubiquinone)	Cytochrome c oxidase, prokaryotes	Dissimilatory sulfate reduction, sulfate => H2S	Methylaspartate cycle	Nitrification, ammonia => nitrite	PTS system, maltose/glucose-specific II component	Denitrification, nitrate => nitrogen	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Nitrate/nitrite transport system	Cytochrome bd ubiquinol oxidase	V/A-type ATPase, prokaryotes	Assimilatory nitrate reduction, nitrate => ammonia	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	Iron complex transport system	Dicarboxylate-hydroxybutyrate cycle	Complete nitrification, comammox, ammonia => nitrite => nitrate	Energy-coupling factor transport system	Acetyl-CoA pathway, CO2 => acetyl-CoA	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	Multidrug/hemolysin transport system	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
Alteromonadales_3b	0.9813084112149533	0.8	0.5	0.0	0.0	0.2685185185185185	0.8541666666666666	0.5833333333333334	1.0	0.75	0.3333333333333333	0.07142857142857142	1.0	0.0	0.8333333333333334	0.0	0.5	0.75	0.0	0.0	1.0	0.2	0.0	0.0	0.0	0.25	0.3333333333333333	1.0	0.0	0.14285714285714285	0.6666666666666666	0.0	1.0	0.2	0.3333333333333333	1.0	0.0	0.0	0.0030303030303030303	0.2222222222222222	0.25	0.3333333333333333	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.4	0.0	0.0	1.0	0.3333333333333333	0.2727272727272727	0.0	0.9813084112149533	0.0	0.5	0.7666666666666667	0.0	0.5	0.0	0.5	0.0	0.009345794392523364	0.46153846153846156	0.0	0.0	0.0	0.9813084112149533	0.0	1.0	0.3333333333333333
Pseudomonadales_1	0.0	0.7	0.0	0.0	0.0	0.3333333333333333	1.0	0.6666666666666666	1.0	0.625	0.0	0.07142857142857142	0.0	1.0	0.8333333333333334	0.0	0.25	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.3333333333333333	0.0	0.0	0.2857142857142857	1.0	1.0	1.0	0.0	0.3333333333333333	1.0	0.0	0.0	0.0	0.0	0.25	0.4444444444444444	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.45454545454545453	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.5	0.0	1.0	0.5384615384615384	0.0	0.0	0.0	0.0	0.0	1.0	0.2222222222222222
Bacteroidetes_37	0.0	0.6	0.0	0.25	0.0	0.2962962962962963	0.7916666666666666	0.625	1.0	0.5	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.875	0.0	0.0	0.0	0.0	0.21851851851851853	0.16666666666666666	0.0	0.25	0.0	0.0	0.2	0.0	1.0	0.0	0.9983471074380166	0.0	0.3	1.0	0.0	0.0	0.0	0.0	0.25	0.3333333333333333	0.0	0.0	0.21428571428571427	0.26666666666666666	0.1	0.0	0.2	0.0	0.0	0.0	0.16666666666666666	0.2727272727272727	0.0	0.0	0.0	0.0	0.6666666666666667	0.0	0.5	0.0	0.0	0.0	1.0	0.11538461538461539	0.0	0.0	0.0	0.0	0.0	0.5	0.1111111111111111
Caldilinea_115	0.0	0.9	0.25	0.0	0.0	0.5833333333333334	1.0	0.9722222222222222	1.0	0.75	0.6666666666666666	0.21428571428571427	0.0	0.0	0.8333333333333334	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.3333333333333333	0.0	0.0	0.42857142857142855	1.0	0.0	1.0	0.0	0.3333333333333333	1.0	0.0	0.0	0.0	0.0	0.25	0.5555555555555556	0.0	0.0	0.4571428571428572	0.0	0.125	0.0	0.4	0.0	0.0	0.75	0.3333333333333333	0.45454545454545453	0.0	0.0	0.125	0.25	1.0	0.0	0.5	0.9911111111111112	0.0	0.3333333333333333	0.9823008849557522	0.46153846153846156	0.0	0.75	0.0	0.0	0.0	1.0	0.4444444444444444
Deltaproteobacteria NaphS2_10	0.0	0.8	0.0	0.0	0.0	0.3611111111111111	1.0	0.8888888888888888	1.0	0.5	0.0	0.2857142857142857	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.1111111111111111	0.0	0.0	0.5	0.0	0.0	0.25	1.0	1.0	0.0	1.0	0.0	0.4444444444444444	1.0	0.0	0.0	0.0029585798816568047	0.0	0.5	0.4444444444444444	0.0	0.0	0.7142857142857143	0.3333333333333333	0.125	0.0	0.4	0.25	0.0	0.0	1.0	0.45454545454545453	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.3333333333333333	1.0	0.5384615384615384	0.0	0.0	0.25	0.0	0.0	0.0	0.3333333333333333
Desulfobacterales_16	0.0	0.8	0.0	0.0	0.0	0.16666666666666666	0.75	0.6666666666666666	1.0	0.5	0.3333333333333333	0.10714285714285714	0.0	0.0	0.6666666666666666	0.0	0.0	0.625	0.0	0.0	1.0	0.2	0.9629629629629629	0.0	0.0	0.25	0.0	0.25	0.25	0.6666666666666667	1.0	0.0	1.0	0.2	0.38888888888888884	0.5	0.0	0.0	0.0	0.09999999999999999	0.5	0.2222222222222222	0.0	0.0	0.2857142857142857	0.3333333333333333	0.125	0.0	0.4	0.0	0.0	0.0	0.6666666666666666	0.36363636363636365	0.0	0.0	0.0	0.75	0.6	0.0	0.5	0.0	0.5	0.3333333333333333	1.0	0.23076923076923078	0.0	0.0	0.125	0.0	0.0	0.5	0.2222222222222222
Desulfobacterales_74	0.0	0.5	0.0	0.0	0.0	0.32407407407407407	0.75	0.7222222222222222	0.6666666666666666	0.625	0.0	0.35714285714285715	0.0	0.0	0.3333333333333333	0.0	0.0	0.25	0.9943820224719101	0.0	1.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.3333333333333333	0.0	0.3333333333333333	1.0	1.0	0.0	1.0	0.0	0.5499999999999999	1.0	0.0	0.0	0.0	0.0	0.5	0.1111111111111111	0.0	0.0	0.5	0.5333333333333333	0.20416666666666666	1.0	0.2	0.0	0.0	0.0	1.0	0.2727272727272727	0.0	0.0	0.0	0.0	0.8	0.0	0.5	0.002109704641350211	0.0	0.3333333333333333	0.0	0.5384615384615384	0.0	0.0	0.25	0.0	0.0	0.0	0.4444444444444444
Methanomicrobia_45	0.0	1.0	0.0	0.25	0.0	0.07407407407407407	0.6041666666666667	0.6666666666666666	0.3333333333333333	0.25	0.0	0.07142857142857142	0.0	0.0	1.0	0.0	0.0	0.875	0.0	0.0	0.0	0.0	0.8827160493827161	0.6666666666666666	0.5	0.5	1.0	0.0	0.5	0.23809523809523808	1.0	0.0	0.0	0.0	0.7777777777777777	0.25	0.0	0.0	0.0	0.0	0.75	0.3333333333333333	0.0	0.0	0.6428571428571429	0.6666666666666666	1.0	1.0	0.2	0.0	0.0	0.0	0.3333333333333333	0.2727272727272727	0.0	0.0	0.0	0.0	0.7666666666666667	0.0	0.0	1.0	0.0	0.3333333333333333	0.0	0.46153846153846156	0.0	0.75	0.75	0.0	0.0	0.0	0.3333333333333333
Methanomicrobia_41	0.0	0.8	0.0	0.0	0.6666666666666666	0.0	0.25	0.25	0.3333333333333333	0.25	0.0	0.07142857142857142	0.0	0.0	0.8333333333333334	0.0	0.16666666666666666	0.875	0.0	0.0	1.0	0.0	0.9259259259259259	0.0	1.0	0.0	1.0	0.0	0.5	0.38095238095238093	1.0	0.0	0.0	0.0	0.8166666666666668	0.25	0.0	0.0	0.0	0.0	0.5	0.2222222222222222	0.0	0.0	0.2857142857142857	0.6666666666666666	0.675	1.0	0.4	0.625	0.0	0.0	0.3333333333333333	0.09090909090909091	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.9918367346938776	0.0	0.3333333333333333	1.0	0.3076923076923077	0.0	0.0	1.0	0.0	0.0	0.0	0.2222222222222222
Methanomicrobia_78	0.0	0.5	0.0	0.0	0.0	0.027777777777777776	0.5	0.3333333333333333	0.6666666666666666	0.25	0.0	0.07142857142857142	0.0	0.0	0.3333333333333333	0.0	0.0	0.375	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.6666666666666666	0.0	0.15	0.09523809523809523	1.0	0.0	0.0	0.0	0.43333333333333335	0.25	0.0	0.0	0.0	0.0	0.25	0.2222222222222222	0.0	0.0	0.5714285714285714	0.19999999999999998	0.7	0.0	0.0	0.0	0.0	0.0	0.5	0.2727272727272727	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.3333333333333333	0.016	0.3076923076923077	0.0	0.0	0.5	0.0	0.0	0.0	0.3333333333333333
Methanomicrobia_84	0.0	0.5	0.0	0.0	0.19999999999999998	0.16666666666666666	0.4375	0.4583333333333333	0.3333333333333333	0.375	0.6666666666666666	0.07142857142857142	0.0	0.0	0.3333333333333333	0.0	1.0	0.375	0.0	0.0	1.0	0.0	0.9938271604938271	0.0	1.0	0.0	0.3333333333333333	0.0	0.25	0.23809523809523808	1.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.002857142857142857	0.0	0.25	0.2222222222222222	0.0	0.0	0.14285714285714285	0.3333333333333333	0.721875	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.5	0.0	0.0	0.9901185770750988	0.5	0.3333333333333333	1.0	0.2692307692307692	0.3333333333333333	0.0	1.0	0.0	0.0	0.0	0.2222222222222222
Nanohaloarchaea_54	0.0	0.6	0.0	0.0	0.0	0.1111111111111111	0.25	0.25	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.8333333333333334	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridia_4	0.0	0.9	0.0	0.0	0.0	0.28703703703703703	0.5833333333333333	0.4583333333333333	0.3333333333333333	0.75	0.3333333333333333	0.21428571428571427	0.0	0.0	1.0	0.0	0.25	0.875	0.0	0.0	1.0	0.2	0.8888888888888888	0.0	0.0	0.25	0.3333333333333333	0.0	0.5	0.5714285714285714	1.0	0.0	0.9955555555555555	0.3	0.27777777777777773	1.0	0.0	0.0	0.0	0.0	0.25	0.3333333333333333	0.0	0.0	0.42857142857142855	0.3333333333333333	0.125	0.0	0.6	0.0	0.0	0.25	0.3333333333333333	0.18181818181818182	0.0	0.0	0.0	0.5	0.7333333333333333	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.4230769230769231	0.0	0.75	0.25	0.0	0.0	0.0	0.3333333333333333
Clostridia_8	0.0	0.9	0.0	0.0	0.0	0.32407407407407407	0.4791666666666667	0.4375	0.0	0.75	0.3333333333333333	0.21428571428571427	0.0	0.0	1.0	0.0	0.25	0.875	0.0	0.0	1.0	0.0	0.8518518518518517	0.0	0.0	0.0	0.0	0.25	0.25	0.8571428571428571	0.75	0.0	0.9956011730205279	0.0	0.4444444444444444	1.0	0.0	0.0	0.0	0.09999999999999999	0.25	0.3333333333333333	0.0	0.002840909090909091	0.39285714285714285	0.3333333333333333	0.125	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.09090909090909091	0.0	0.0	0.0	0.0	0.7666666666666667	0.0	0.16666666666666666	0.0	0.0	0.3333333333333333	1.0	0.40384615384615385	0.0	1.0	0.25	0.0	0.0	0.0	0.2222222222222222
Flavobacteriales_20	0.0	0.9	0.0	0.0	0.0	0.4444444444444444	1.0	0.75	1.0	0.625	0.0	0.14285714285714285	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.8888888888888888	0.0	0.0	0.5	0.0	0.0	0.0	0.2857142857142857	1.0	0.0	1.0	0.0	0.3333333333333333	1.0	0.0	0.0	0.002793296089385475	0.0	0.5	0.3333333333333333	0.0	0.0	0.35714285714285715	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.36363636363636365	0.0	0.0	0.25	0.0	1.0	0.0	0.16666666666666666	0.0	0.0	0.0	1.0	0.38461538461538464	0.0	0.0	0.0	0.0	0.0	1.0	0.3333333333333333
Sulfurovum_43	0.9854014598540146	0.5	0.0	0.0	1.0	0.2777777777777778	1.0	0.7916666666666666	1.0	0.5	0.0	0.0	0.3333333333333333	0.0	0.8333333333333334	0.0	0.5	0.875	0.0	0.0	1.0	0.0	0.9629629629629629	0.0	0.0	0.25	0.0	1.0	0.0	0.14285714285714285	1.0	0.0	1.0	0.0	0.16666666666666666	1.0	0.0	1.0	0.0	0.2222222222222222	0.0	0.3333333333333333	0.0	0.0	0.5642857142857143	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.2727272727272727	0.0	0.9854014598540146	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.3076923076923077	0.0	0.25	0.0	0.9854014598540146	0.0	0.0	0.1111111111111111
Sulfurovum_13	0.9856115107913669	0.7	0.0	0.0	0.6666666666666666	0.2777777777777778	0.875	0.7916666666666666	0.6666666666666666	0.625	0.0	0.07142857142857142	0.8333333333333334	0.0	0.8333333333333334	0.0	0.5	1.0	0.004807692307692308	0.0	1.0	0.0	0.9629629629629629	0.0	0.0	0.5	0.0	1.0	0.0	0.14285714285714285	1.0	0.0	1.0	0.0	0.16666666666666666	1.0	0.0	0.0	0.0	0.2222222222222222	0.25	0.4444444444444444	0.0	0.0	0.6	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.18181818181818182	0.0	0.9856115107913669	0.75	0.0	1.0	0.0	0.5	0.0	1.0	0.0	0.0	0.46153846153846156	0.0	0.0	0.0	0.9856115107913669	0.0	0.0	0.3333333333333333
Thiotrichales_56	0.0	0.9	0.0	0.0	1.0	0.08333333333333333	0.5416666666666667	0.25	0.6666666666666666	0.5	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.625	0.875	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.3333333333333333	1.0	0.0	0.42857142857142855	1.0	0.0	1.0	0.0	0.16666666666666666	0.75	0.0	1.0	0.0027472527472527475	0.2222222222222222	0.5	0.3333333333333333	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.0625	0.0	0.4666666666666666	0.0	0.0	0.0	0.5	0.0	1.0	0.15384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333
Sphingomonadales_5	0.0	0.9	0.5	0.0	0.3333333333333333	0.5555555555555556	1.0	0.6666666666666666	1.0	0.875	0.6666666666666666	0.14285714285714285	1.0	1.0	1.0	0.0	0.5	1.0	0.0	0.0	1.0	0.8	1.0	0.0	0.0	0.25	0.0	1.0	0.0	0.2857142857142857	1.0	0.0	1.0	0.8	0.3333333333333333	1.0	0.0	0.0	0.00273224043715847	0.2222222222222222	0.0	0.4444444444444444	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.8	0.0	0.004672897196261682	1.0	0.16666666666666666	0.36363636363636365	0.0	0.0	0.0	1.0	1.0	0.0	0.5	0.0	0.5	0.0	1.0	0.46153846153846156	0.0	0.0	0.0	0.0	0.0	0.5	0.4444444444444444
Alteromonadales_3	0.0	0.6	0.5	0.0	0.0	0.3333333333333333	0.875	0.5833333333333334	1.0	0.25	0.3333333333333333	0.07142857142857142	1.0	0.0	0.8333333333333334	0.0	0.0	0.625	0.0	0.0	1.0	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.14285714285714285	0.6666666666666666	0.0	1.0	0.2	0.3333333333333333	0.25	0.0	0.0	0.0	0.2222222222222222	0.0	0.5555555555555556	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.4	0.0	0.0	1.0	0.0	0.2727272727272727	0.0	0.0	0.0	0.5	0.8	0.0	0.5	0.0	0.5	0.0	0.0	0.38461538461538464	0.0	0.0	0.0	0.0	0.0	1.0	0.2222222222222222
Pseudomonadales_4	0.0	0.7	0.0	0.0	0.0	0.3333333333333333	1.0	0.6666666666666666	1.0	0.625	0.0	0.07142857142857142	0.0	1.0	0.8333333333333334	0.0	0.25	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.3333333333333333	0.0	0.0	0.2857142857142857	1.0	1.0	1.0	0.0	0.3333333333333333	1.0	0.0	0.0	0.0	0.0	0.25	0.4444444444444444	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.45454545454545453	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.5	0.0	1.0	0.5384615384615384	0.0	0.0	0.0	0.0	0.0	1.0	0.2222222222222222
