MAG	PTS system, glucose-specific II component	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Cytochrome c oxidase	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	3-Hydroxypropionate bi-cycle	Citrate cycle (TCA cycle, Krebs cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pentose phosphate pathway (Pentose phosphate cycle)	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Hydroxypropionate-hydroxybutylate cycle	Cytochrome c oxidase, cbb3-type	Cytochrome o ubiquinol oxidase	Glycolysis, core module involving three-carbon compounds	F-type ATPase, eukaryotes	Dissimilatory nitrate reduction, nitrate => ammonia	Gluconeogenesis, oxaloacetate => fructose-6P	Fumarate reductase, prokaryotes	Methane oxidation, methanotroph, methane => formaldehyde	PRPP biosynthesis, ribose 5P => PRPP	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	NADH:quinone oxidoreductase, prokaryotes	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	F420 biosynthesis	Formaldehyde assimilation, xylulose monophosphate pathway	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	Cytochrome bc1 complex respiratory unit	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pyruvate oxidation, pyruvate => acetyl-CoA	Sulfate transport system	F-type ATPase, prokaryotes and chloroplasts	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Methanogenesis, acetate => methane	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	V-type ATPase, eukaryotes	Manganese/zinc/iron transport system	alpha-Hemolysin/cyclolysin transport system	Cytochrome bc1 complex	Formaldehyde assimilation, ribulose monophosphate pathway	Formaldehyde assimilation, serine pathway	Manganese/iron transport system	Iron/zinc/manganese/copper transport system	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Methanogenesis, methanol => methane	Methanogenesis, CO2 => methane	Nitrogen fixation, nitrogen => ammonia	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Coenzyme M biosynthesis	Succinate dehydrogenase (ubiquinone)	Cytochrome c oxidase, prokaryotes	Dissimilatory sulfate reduction, sulfate => H2S	Methylaspartate cycle	Nitrification, ammonia => nitrite	PTS system, maltose/glucose-specific II component	Denitrification, nitrate => nitrogen	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Nitrate/nitrite transport system	Cytochrome bd ubiquinol oxidase	V/A-type ATPase, prokaryotes	Assimilatory nitrate reduction, nitrate => ammonia	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	Iron complex transport system	Dicarboxylate-hydroxybutyrate cycle	Complete nitrification, comammox, ammonia => nitrite => nitrate	Energy-coupling factor transport system	Acetyl-CoA pathway, CO2 => acetyl-CoA	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	Multidrug/hemolysin transport system	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
Thiotrichales_21	0.0	0.8	0.0	0.0	0.6	0.2222222222222222	0.625	0.4166666666666667	1.0	0.625	0.6666666666666666	0.07142857142857142	0.5	0.0	0.8333333333333334	0.0	0.375	0.625	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.25	0.0	1.0	0.0	0.14285714285714285	1.0	0.0	1.0	0.0	0.16666666666666666	0.5	0.0	0.0	0.0037593984962406013	0.2222222222222222	0.5	0.4444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.25	0.6666666666666666	0.18181818181818182	0.0	0.0	0.6875	0.25	0.4	0.0	0.0	0.0	0.0	0.3333333333333333	0.9534883720930233	0.3076923076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222
Aquificales_14c	0.0	0.7	0.0	0.0	0.0	0.2222222222222222	0.875	1.0	0.6666666666666666	0.625	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.875	0.0	0.0	1.0	0.0	0.8148148148148149	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	1.0	0.0	1.0	0.0	0.16666666666666666	1.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.7857142857142857	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.46153846153846156	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111
Desulfobacterales_26	0.0	0.5	0.0	0.0	0.0	0.3055555555555556	0.875	0.75	0.6666666666666666	0.5	0.0	0.03571428571428571	0.0	0.0	0.5	0.0	0.0	0.625	0.0	0.0	1.0	0.0	0.6259259259259259	0.0	0.0	0.25	0.0	0.25	0.2	0.9523809523809524	1.0	0.0	1.0	0.0	0.5222222222222223	0.75	0.0	0.0	0.0	0.09999999999999999	0.25	0.2222222222222222	0.0	0.0	0.42857142857142855	0.26666666666666666	0.1	0.0	0.2	0.0	0.0	0.0	0.3333333333333333	0.2727272727272727	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.0	0.3333333333333333	1.0	0.38461538461538464	0.0	0.0	0.125	0.0	0.0	1.0	0.4444444444444444
Thiotrichales_34	0.0	0.6	0.0	0.0	0.06666666666666667	0.2222222222222222	0.5	0.4166666666666667	0.6666666666666666	0.375	0.0	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.625	0.25	0.0136986301369863	0.0	1.0	0.0	1.0	0.0	0.0	0.25	0.3333333333333333	0.0	0.0	0.0	1.0	0.0	0.9948453608247423	0.0	0.16666666666666666	0.5	0.0	0.0	0.0	0.0	0.5	0.4444444444444444	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.18181818181818182	0.0	0.0	0.0625	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.3076923076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333
Thiotrichales_33	0.0	0.8	0.0	0.0	0.9333333333333332	0.16666666666666666	0.9583333333333333	0.5	1.0	0.25	0.0	0.07142857142857142	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9333333333333332	0.0	0.0	0.5	0.3333333333333333	1.0	0.0	0.0	0.0	0.0	0.9949367088607595	0.0	0.16666666666666666	0.5	0.0	0.0	0.0	0.2222222222222222	0.5	0.4444444444444444	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.18181818181818182	0.0	0.0	0.0	0.0	0.9333333333333332	0.0	0.5	0.0	0.0	0.0	0.0	0.38461538461538464	0.0	0.25	0.0	0.0	0.0	0.0	0.0
Aquificales_14b	0.0	0.6	0.0	0.0	0.0	0.1388888888888889	0.5416666666666666	0.4166666666666667	0.3333333333333333	0.375	0.0	0.07142857142857142	0.0	0.0	0.8333333333333334	0.0	0.375	0.75	0.0	0.0	1.0	0.0	0.5888888888888889	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.16666666666666666	0.5	0.0	0.0	0.0	0.0	0.5	0.5555555555555556	0.0	0.0	0.42857142857142855	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.1875	0.0	0.6666666666666666	0.0	0.3333333333333333	0.9904761904761905	0.0	0.3333333333333333	1.0	0.46153846153846156	0.0	0.25	0.0	0.0	0.0	0.0	0.2222222222222222
Aquificales_21	0.0	0.7	0.0	0.0	0.0	0.19444444444444445	0.75	0.7916666666666666	0.6666666666666666	0.625	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.375	0.875	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	1.0	0.0	0.9926650366748166	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.7142857142857143	0.0	0.0	0.0	0.4	0.125	0.0	0.0	0.0	0.2727272727272727	0.0	0.0	0.1875	0.0	0.8	0.0	0.5	0.0	0.0	0.0	0.0	0.3076923076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111
Thermoprotei_23	0.0	0.6	0.0	0.0	0.0	0.027777777777777776	0.4166666666666667	0.25	0.6666666666666666	0.375	0.0	0.07142857142857142	0.0	0.0	0.8333333333333334	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.125	0.0	1.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.5	0.4444444444444444	0.0	0.0	0.21428571428571427	0.16666666666666666	0.0625	0.0	0.2	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.9690265486725663	0.0	0.3333333333333333	1.0	0.3076923076923077	0.0	0.25	0.0	0.0	0.0	0.0	0.3333333333333333
Thermoprotei_20	0.0	0.6	0.0	0.0	0.0	0.027777777777777776	0.4166666666666667	0.3333333333333333	0.6666666666666666	0.375	0.0	0.09523809523809523	0.0	0.0	0.6666666666666666	0.0	0.0	0.625	0.0	0.0	1.0	0.0	0.007407407407407408	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.16666666666666666	0.5	0.0	0.0	0.0	0.0	0.25	0.4444444444444444	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.9914529914529915	0.0	0.3333333333333333	1.0	0.38461538461538464	0.0	0.25	0.0	0.0	0.0	0.0	0.3333333333333333
Methanococci_7	0.0	0.7	0.0	0.0	0.0	0.0	0.5	0.5833333333333334	0.0	0.625	0.0	0.07142857142857142	0.0	0.0	0.8333333333333334	0.0	0.0	0.75	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.5	0.09523809523809523	1.0	0.0	0.0	0.0	0.6666666666666666	1.0	0.0	0.0	0.0	0.0	0.5	0.2222222222222222	0.0	0.0	0.9642857142857143	0.6666666666666666	1.0	0.3333333333333333	0.2	0.25	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.8	0.0	0.0	1.0	0.0	0.0	1.0	0.46153846153846156	0.0	0.0	1.0	0.0	0.0	0.0	0.4444444444444444
Thermococci_4	0.0	0.9	0.0	0.0	0.0	0.2222222222222222	0.125	0.3333333333333333	0.0	0.25	0.0	0.21428571428571427	0.0	0.0	0.8333333333333334	0.0	0.0	0.875	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.14285714285714285	1.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.4444444444444444	0.0	0.0	0.31428571428571433	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.2	0.0	0.0	1.0	0.0	0.3333333333333333	1.0	0.3076923076923077	0.0	0.75	0.0	0.0	0.0	0.0	0.4444444444444444
Sulfurovum_31	0.9692307692307692	0.5	0.0	0.0	1.0	0.16666666666666666	0.75	0.625	0.6666666666666666	0.625	0.0	0.0	1.0	0.0	0.5	0.0	0.5	0.625	0.020618556701030927	0.0	1.0	0.0	0.9629629629629629	0.0	0.0	0.5	0.0	1.0	0.0	0.14285714285714285	1.0	0.0	0.0045045045045045045	0.0	0.16666666666666666	1.0	0.0	0.0	0.003472222222222222	0.2222222222222222	0.25	0.2222222222222222	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.09090909090909091	0.0	0.9692307692307692	0.25	0.0	0.8	0.0	0.0	0.0	0.5	0.0	1.0	0.3076923076923077	0.0	0.0	0.0	0.9692307692307692	0.0	0.0	0.2222222222222222
Nanoarchaeales_43	0.0	0.2	0.0	0.0	0.0	0.0	0.125	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222
Sphingomonadales_4	0.0	0.9	0.5	0.0	0.3333333333333333	0.5555555555555556	1.0	0.6666666666666666	1.0	0.875	0.6666666666666666	0.14285714285714285	1.0	1.0	1.0	0.0	0.5	1.0	0.0	0.0	1.0	0.8	1.0	0.0	0.0	0.25	0.0	1.0	0.0	0.2857142857142857	1.0	0.0	1.0	0.8	0.3333333333333333	1.0	0.0	0.0	0.003424657534246575	0.2222222222222222	0.0	0.4444444444444444	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.8	0.0	0.009708737864077669	1.0	0.16666666666666666	0.36363636363636365	0.0	0.0	0.0	1.0	1.0	0.0	0.5	0.0	0.5	0.0	1.0	0.46153846153846156	0.0	0.0	0.0	0.0	0.0	0.5	0.4444444444444444
Methanococci_24	0.0	0.6	0.0	0.0	0.0	0.0	0.5	0.5833333333333334	0.0	0.5	0.0	0.07142857142857142	0.0	0.0	0.8333333333333334	0.0	0.0	0.75	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.5	0.09523809523809523	1.0	0.0	0.0	0.0	0.6666666666666666	1.0	0.0	0.0	0.0	0.0	0.5	0.2222222222222222	0.0	0.0	1.0	0.6666666666666666	1.0	0.3333333333333333	0.2	0.75	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.8	0.0	0.0	1.0	0.0	0.0	1.0	0.46153846153846156	0.0	0.0	1.0	0.0	0.0	0.0	0.3333333333333333
Aquificales_33	0.0	0.9	0.0	0.0	0.0	0.2222222222222222	0.7916666666666667	0.9166666666666666	0.6666666666666666	0.625	0.0	0.0	0.16666666666666666	0.0	1.0	0.0	0.0	0.875	0.009174311926605505	0.0	1.0	0.0	1.0	0.0	0.0	0.25	0.0	1.0	0.0	0.2857142857142857	1.0	0.0	1.0	0.0	0.16666666666666666	1.0	0.0	0.0	0.0	0.2222222222222222	0.25	0.4444444444444444	0.0	0.0	0.7142857142857143	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	0.0	0.0	0.0	0.8666666666666666	0.0	0.5	0.0	1.0	0.0	0.0	0.46153846153846156	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111
Aquificales_21b	0.0	0.9	0.25	0.0	1.0	0.14814814814814814	0.7083333333333334	0.9166666666666666	0.6666666666666666	0.5	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.75	0.875	0.008928571428571428	0.0	1.0	0.0	1.0	0.0	0.0	0.25	0.0	1.0	0.25	0.14285714285714285	1.0	0.0	1.0	0.0	0.3333333333333333	0.75	0.0	0.0	0.0	0.2222222222222222	0.5	0.3333333333333333	0.0	0.0	0.7142857142857143	0.3333333333333333	0.125	0.0	0.4	0.0	0.0	1.0	0.3333333333333333	0.2727272727272727	0.0	0.0	1.0	0.0	0.7333333333333333	0.0	0.0	0.0	0.5	0.0	0.0	0.4230769230769231	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222
Aquificales_40	0.0	0.7	0.0	0.0	0.0	0.2222222222222222	0.875	1.0	0.6666666666666666	0.625	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.875	0.0	0.0	1.0	0.0	0.8148148148148149	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	1.0	0.0	1.0	0.0	0.16666666666666666	1.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.7857142857142857	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.46153846153846156	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111
Thermoprotei_29	0.0	0.5	0.0	0.0	0.0	0.1388888888888889	0.29166666666666663	0.4166666666666667	0.0	0.25	0.0	0.07142857142857142	0.0	0.0	0.8333333333333334	0.0	0.375	0.75	0.0	0.0	0.0	0.0	0.8888888888888888	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.16666666666666666	0.5	0.0	0.0	0.0	0.0	0.5	0.4444444444444444	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.1875	0.0	0.4666666666666666	0.0	0.0	0.9872611464968153	0.0	0.3333333333333333	1.0	0.46153846153846156	0.0	0.25	0.0	0.0	0.0	0.0	0.3333333333333333
Thermoprotei_16	0.0	0.6	0.0	0.0	0.0	0.0	0.5	0.4166666666666667	0.3333333333333333	0.25	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.03333333333333333	0.0	0.0	0.0	1.0	0.0	0.25	0.0	1.0	0.0	0.0	0.0	0.08333333333333333	0.25	0.0	0.0	0.0	0.0	0.25	0.4444444444444444	0.0	0.0	0.5714285714285714	0.1111111111111111	0.0625	0.0	0.0	0.25	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.9906832298136646	0.0	0.3333333333333333	1.0	0.3076923076923077	0.0	1.0	0.0	0.0	0.0	0.0	0.3333333333333333
Thermoprotei_32	0.0	0.6	0.0	0.0	0.0	0.027777777777777776	0.4166666666666667	0.3333333333333333	0.6666666666666666	0.375	0.0	0.07142857142857142	0.0	0.0	0.8333333333333334	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.125	0.0	1.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.5	0.4444444444444444	0.0	0.0	0.21428571428571427	0.16666666666666666	0.0625	0.0	0.2	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.990909090909091	0.0	0.3333333333333333	1.0	0.38461538461538464	0.0	0.25	0.0	0.0	0.0	0.0	0.3333333333333333
Nanohaloarchaea_18	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.125	0.0	0.07142857142857142	0.0	0.0	0.8333333333333334	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9911242603550295	0.0	0.3333333333333333	0.0	0.15384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.4444444444444444
Pseudomonadales_5	0.0	0.9	0.5	0.0	0.3333333333333333	0.3333333333333333	1.0	0.5833333333333334	1.0	0.875	0.6666666666666666	0.07142857142857142	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.2	1.0	0.0	0.0	0.5	0.3333333333333333	1.0	0.0	0.2857142857142857	1.0	1.0	1.0	0.2	0.3333333333333333	1.0	0.0	0.0	0.0032258064516129032	0.2222222222222222	0.25	0.4444444444444444	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.6	0.0	0.0	1.0	0.16666666666666666	0.2727272727272727	0.0	0.0	0.625	1.0	1.0	1.0	0.5	0.0	0.5	0.0	1.0	0.46153846153846156	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.4444444444444444
Pseudomonadales_3	0.0	0.7	0.0	0.0	0.0	0.3333333333333333	1.0	0.6666666666666666	1.0	0.625	0.0	0.07142857142857142	0.0	1.0	0.8333333333333334	0.0	0.25	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.3333333333333333	0.0	0.0	0.2857142857142857	1.0	1.0	1.0	0.0	0.3333333333333333	1.0	0.0	0.0	0.0	0.0	0.25	0.4444444444444444	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.45454545454545453	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.5	0.0	1.0	0.5384615384615384	0.0	0.0	0.0	0.0	0.0	1.0	0.2222222222222222
Sulfurovum_43b	0.978021978021978	0.7	0.0	0.0	1.0	0.16666666666666666	0.6666666666666667	0.5833333333333334	1.0	0.5	0.0	0.07142857142857142	0.8333333333333334	0.0	0.8333333333333334	0.0	0.5	1.0	0.007352941176470588	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.0	1.0	0.0	0.14285714285714285	1.0	0.0	0.9981308411214953	0.0	0.16666666666666666	1.0	0.0	0.0	0.0	0.2222222222222222	0.5	0.3333333333333333	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.4	0.0	0.0	1.0	0.3333333333333333	0.18181818181818182	0.0	0.978021978021978	0.5	0.0	0.4666666666666666	0.0	0.5	0.0	1.0	0.0	0.0	0.3076923076923077	0.0	0.0	0.0	0.978021978021978	0.0	0.0	0.0
Sulfurovum_45	0.978494623655914	0.8	0.0	0.0	0.6666666666666666	0.2777777777777778	1.0	0.8333333333333334	1.0	0.625	0.0	0.07142857142857142	1.0	0.0	0.8333333333333334	0.0	0.125	1.0	0.007194244604316547	0.0	1.0	0.0	0.9629629629629629	0.0	0.0	0.5	0.0	1.0	0.0	0.14285714285714285	0.3333333333333333	0.0	1.0	0.0	0.16666666666666666	1.0	0.0	0.0	0.0	0.2222222222222222	0.5	0.4444444444444444	0.0	0.0	0.5	0.0	0.0	0.0	0.4	0.0	0.0	1.0	0.3333333333333333	0.2727272727272727	0.0	0.978494623655914	0.0625	0.0	1.0	0.0	0.5	0.0	1.0	0.0	0.0	0.38461538461538464	0.0	0.0	0.0	0.978494623655914	0.0	0.0	0.2222222222222222
Thiotrichales_27	0.0	0.9	0.0	0.0	1.0	0.3333333333333333	0.7916666666666667	0.5833333333333334	1.0	0.5	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.5	0.875	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.3333333333333333	1.0	0.0	0.2857142857142857	1.0	0.0	1.0	0.0	0.16666666666666666	0.75	0.0	0.0	0.0031446540880503146	0.2222222222222222	0.5	0.3333333333333333	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.5	0.0	0.9894736842105263	0.3076923076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222
Candidatus Caldiarchaeum_50	0.0	0.8	0.25	0.25	0.0	0.2777777777777778	0.75	0.5833333333333334	0.6666666666666666	0.25	0.0	0.25	0.0	0.0	0.8333333333333334	0.0	0.0	0.875	0.0	0.0	1.0	0.0	0.5555555555555555	0.3333333333333333	1.0	0.0	0.6666666666666666	0.25	0.0	0.0	1.0	0.0	0.0	0.0	0.16666666666666666	0.25	0.0	0.006711409395973154	0.0	0.09999999999999999	0.25	0.5555555555555556	0.0	0.0	0.21428571428571427	0.0	0.125	0.0	0.4	0.0	0.0	1.0	0.0	0.2727272727272727	0.0	0.0	0.25	0.0	0.8	0.0	0.0	0.9948186528497409	0.0	0.3333333333333333	0.9896907216494846	0.5384615384615384	0.0	0.75	0.0	0.0	0.0	0.0	0.3333333333333333
Thermoprotei_5	0.0	0.7	0.0	0.0	0.0	0.027777777777777776	0.4166666666666667	0.3333333333333333	0.6666666666666666	0.25	0.0	0.09523809523809523	0.0	0.0	0.8333333333333334	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.16666666666666666	0.25	0.0	0.0	0.0	0.0	0.5	0.4444444444444444	0.006756756756756757	0.0	0.14285714285714285	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.9949238578680203	0.0	0.3333333333333333	1.0	0.38461538461538464	0.0	0.5	0.0	0.0	0.0	0.0	0.3333333333333333
Thermoprotei_4	0.0	0.4	0.0	0.0	0.13333333333333333	0.25	0.29166666666666663	0.25	0.0	0.25	0.0	0.23809523809523808	0.0	0.0	0.3333333333333333	0.0	0.0	0.25	0.0	0.0	1.0	0.0	0.41111111111111115	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	0.0	0.0017543859649122805	0.0	0.08333333333333333	0.25	0.0	0.0	0.0	0.0	0.25	0.2222222222222222	0.0	0.0	0.42857142857142855	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.4666666666666666	0.0	0.0	0.0024875621890547263	0.0	0.0	1.0	0.23076923076923078	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333
Thiotrichales_3	0.0	1.0	0.5	0.0	1.0	0.3333333333333333	0.875	0.75	0.6666666666666666	0.5	0.0	0.07142857142857142	1.0	0.0	1.0	0.0	1.0	0.75	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.25	0.3333333333333333	1.0	0.0	0.14285714285714285	1.0	0.0	1.0	0.0	0.3333333333333333	0.75	0.0	0.0	0.006134969325153374	0.2222222222222222	0.5	0.7777777777777778	0.0	0.0	0.2857142857142857	0.0	0.296875	0.0	0.4	0.0	0.0	1.0	1.0	0.2727272727272727	0.0	0.0	1.0	0.0	1.0	0.0	0.5	0.0	0.0	0.3333333333333333	1.0	0.46153846153846156	0.0	0.0	0.0	0.0	0.0	0.5	0.2222222222222222
Sphingomonadales_2	0.0	0.8	0.5	0.0	0.3333333333333333	0.3888888888888889	1.0	0.6666666666666666	1.0	0.625	0.3333333333333333	0.14285714285714285	1.0	1.0	1.0	0.0	0.5	0.875	0.0	0.0	1.0	0.8	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.2857142857142857	0.6666666666666666	0.0	1.0	0.8	0.3333333333333333	0.75	0.0	0.0	0.003048780487804878	0.2222222222222222	0.0	0.4444444444444444	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.8	0.0	0.006369426751592357	1.0	0.16666666666666666	0.36363636363636365	0.0	0.0	0.0	0.5	1.0	0.0	0.5	0.0	0.5	0.0	1.0	0.46153846153846156	0.0	0.0	0.0	0.0	0.0	0.5	0.4444444444444444
